,accepted_ipni_id,accepted_name,accepted_name_w_author,accepted_family,accepted_rank,plant_name_id,ipni_id,taxon_rank,taxon_status,family,genus_hybrid,genus,species_hybrid,species,infraspecific_rank,infraspecies,parenthetical_author,primary_author,publication_author,place_of_publication,volume_and_page,first_published,taxon_name,taxon_authors,accepted_plant_name_id,basionym_plant_name_id,replaced_synonym_author,homotypic_synonym,parent_plant_name_id,powo_id,hybrid_formula,reviewed,accepted_species,accepted_species_w_author,accepted_species_ipni_id,accepted_species_id,taxon_name_with_authors,taxon_name_with_paranthet_authors,taxon_name_with_primary_author,abbreviated_genus,sp_binomial_with_abbreviated_genus,sp_binomial_with_abbreviated_genus_with_authors,sp_binomial_with_abbreviated_genus_with_paranthet_authors,sp_binomial_with_abbreviated_genus_with_primary_author,publication_year
723033,331061-2,Solanum cardiophyllum,Solanum cardiophyllum Lindl.,Solanaceae,Species,3031626,331061-2,Species,Accepted,Solanaceae,,Solanum,,cardiophyllum,,,,Lindl.,,J. Hort. Soc. London, 3: 70,(1848),Solanum cardiophyllum,Lindl.,3031626,,,,2936484,331061-2,,N,Solanum cardiophyllum,Solanum cardiophyllum Lindl.,331061-2,3031626,Solanum cardiophyllum Lindl.,Solanum cardiophyllum Lindl.,Solanum cardiophyllum Lindl.,S.,S. cardiophyllum,S. cardiophyllum Lindl.,S. cardiophyllum Lindl.,S. cardiophyllum Lindl.,1848
721565,818704-1,Solanum chrysotrichum,Solanum chrysotrichum Schltdl.,Solanaceae,Species,3031670,818704-1,Species,Accepted,Solanaceae,,Solanum,,chrysotrichum,,,,Schltdl.,,Linnaea, 19: 304,(1846),Solanum chrysotrichum,Schltdl.,3031670,,,,2936484,818704-1,,N,Solanum chrysotrichum,Solanum chrysotrichum Schltdl.,818704-1,3031670,Solanum chrysotrichum Schltdl.,Solanum chrysotrichum Schltdl.,Solanum chrysotrichum Schltdl.,S.,S. chrysotrichum,S. chrysotrichum Schltdl.,S. chrysotrichum Schltdl.,S. chrysotrichum Schltdl.,1846
724361,318090-2,Solanum confusum,Solanum confusum C.V.Morton,Solanaceae,Species,3031705,318090-2,Species,Accepted,Solanaceae,,Solanum,,confusum,,,,C.V.Morton,,Contr. U.S. Natl. Herb., 29: 70,(1944),Solanum confusum,C.V.Morton,3031705,,,,2936484,318090-2,,N,Solanum confusum,Solanum confusum C.V.Morton,318090-2,3031705,Solanum confusum C.V.Morton,Solanum confusum C.V.Morton,Solanum confusum C.V.Morton,S.,S. confusum,S. confusum C.V.Morton,S. confusum C.V.Morton,S. confusum C.V.Morton,1944
726722,818783-1,Solanum conicum,Solanum conicum Ruiz & Pav.,Solanaceae,Species,3031707,818783-1,Species,Accepted,Solanaceae,,Solanum,,conicum,,,,Ruiz & Pav.,,Fl. Peruv., 2: 38,(1799),Solanum conicum,Ruiz & Pav.,3031707,,,,2936484,818783-1,,N,Solanum conicum,Solanum conicum Ruiz & Pav.,818783-1,3031707,Solanum conicum Ruiz & Pav.,Solanum conicum Ruiz & Pav.,Solanum conicum Ruiz & Pav.,S.,S. conicum,S. conicum Ruiz & Pav.,S. conicum Ruiz & Pav.,S. conicum Ruiz & Pav.,1799
719619,818798-1,Solanum coriaceum,Solanum coriaceum Dunal,Solanaceae,Species,3031719,818798-1,Species,Accepted,Solanaceae,,Solanum,,coriaceum,,,,Dunal,,Hist. Nat. Solanum,: 197,(1813),Solanum coriaceum,Dunal,3031719,,,,2936484,818798-1,,N,Solanum coriaceum,Solanum coriaceum Dunal,818798-1,3031719,Solanum coriaceum Dunal,Solanum coriaceum Dunal,Solanum coriaceum Dunal,S.,S. coriaceum,S. coriaceum Dunal,S. coriaceum Dunal,S. coriaceum Dunal,1813
726347,818852-1,Solanum crotonoides,Solanum crotonoides Lam.,Solanaceae,Species,3031739,818852-1,Species,Accepted,Solanaceae,,Solanum,,crotonoides,,,,Lam.,,Tabl. Encycl., 2: 24,(1794),Solanum crotonoides,Lam.,3031739,,,,2936484,818852-1,,N,Solanum crotonoides,Solanum crotonoides Lam.,818852-1,3031739,Solanum crotonoides Lam.,Solanum crotonoides Lam.,Solanum crotonoides Lam.,S.,S. crotonoides,S. crotonoides Lam.,S. crotonoides Lam.,S. crotonoides Lam.,1794
724264,819013-1,Solanum dimidiatum,Solanum dimidiatum Raf.,Solanaceae,Species,3031785,819013-1,Species,Accepted,Solanaceae,,Solanum,,dimidiatum,,,,Raf.,,Autik. Bot.,: 107,(1840),Solanum dimidiatum,Raf.,3031785,,,,2936484,819013-1,,N,Solanum dimidiatum,Solanum dimidiatum Raf.,819013-1,3031785,Solanum dimidiatum Raf.,Solanum dimidiatum Raf.,Solanum dimidiatum Raf.,S.,S. dimidiatum,S. dimidiatum Raf.,S. dimidiatum Raf.,S. dimidiatum Raf.,1840
719793,285209-2,Solanum diphyllum,Solanum diphyllum L.,Solanaceae,Species,3031790,285209-2,Species,Accepted,Solanaceae,,Solanum,,diphyllum,,,,L.,,Sp. Pl.,: 184,(1753),Solanum diphyllum,L.,3031790,,,,2936484,285209-2,,N,Solanum diphyllum,Solanum diphyllum L.,285209-2,3031790,Solanum diphyllum L.,Solanum diphyllum L.,Solanum diphyllum L.,S.,S. diphyllum,S. diphyllum L.,S. diphyllum L.,S. diphyllum L.,1753
719354,819037-1,Solanum diversifolium,Solanum diversifolium Humb. & Bonpl. ex Dunal,Solanaceae,Species,3034268,819037-1,Species,Accepted,Solanaceae,,Solanum,,diversifolium,,,,Humb. & Bonpl. ex Dunal,,Solan. Syn.,: 8,(1816),Solanum diversifolium,Humb. & Bonpl. ex Dunal,3034268,,,,2936484,819037-1,,N,Solanum diversifolium,Solanum diversifolium Humb. & Bonpl. ex Dunal,819037-1,3034268,Solanum diversifolium Humb. & Bonpl. ex Dunal,Solanum diversifolium Humb. & Bonpl. ex Dunal,Solanum diversifolium Humb. & Bonpl. ex Dunal,S.,S. diversifolium,S. diversifolium Humb. & Bonpl. ex Dunal,S. diversifolium Humb. & Bonpl. ex Dunal,S. diversifolium Humb. & Bonpl. ex Dunal,1816
723219,819102-1,Solanum elegans,Solanum elegans Dunal,Solanaceae,Species,3031825,819102-1,Species,Accepted,Solanaceae,,Solanum,,elegans,,,,Dunal,J.B.A.M.de Lamarck,Encycl.,", Suppl. 3: 769",(1814),Solanum elegans,Dunal,3031825,,,,2936484,819102-1,,N,Solanum elegans,Solanum elegans Dunal,819102-1,3031825,Solanum elegans Dunal,Solanum elegans Dunal,Solanum elegans Dunal,S.,S. elegans,S. elegans Dunal,S. elegans Dunal,S. elegans Dunal,1814
722119,819106-1,Solanum ellipticum,Solanum ellipticum R.Br.,Solanaceae,Species,3031826,819106-1,Species,Accepted,Solanaceae,,Solanum,,ellipticum,,,,R.Br.,,Prodr. Fl. Nov. Holland.,: 446,(1810),Solanum ellipticum,R.Br.,3031826,,,,2936484,819106-1,,N,Solanum ellipticum,Solanum ellipticum R.Br.,819106-1,3031826,Solanum ellipticum R.Br.,Solanum ellipticum R.Br.,Solanum ellipticum R.Br.,S.,S. ellipticum,S. ellipticum R.Br.,S. ellipticum R.Br.,S. ellipticum R.Br.,1810
727145,819155-1,Solanum evonymoides,Solanum evonymoides Sendtn.,Solanaceae,Species,3031846,819155-1,Species,Accepted,Solanaceae,,Solanum,,evonymoides,,,,Sendtn.,,Flora," 24(2, Beibl.): 87",(1841),Solanum evonymoides,Sendtn.,3031846,,,,2936484,819155-1,,N,Solanum evonymoides,Solanum evonymoides Sendtn.,819155-1,3031846,Solanum evonymoides Sendtn.,Solanum evonymoides Sendtn.,Solanum evonymoides Sendtn.,S.,S. evonymoides,S. evonymoides Sendtn.,S. evonymoides Sendtn.,S. evonymoides Sendtn.,1841
721756,819249-1,Solanum fragile,Solanum fragile Wedd.,Solanaceae,Species,3031878,819249-1,Species,Accepted,Solanaceae,,Solanum,,fragile,,,,Wedd.,,Chlor. Andina, 2: 105,(1859),Solanum fragile,Wedd.,3031878,,,,2936484,819249-1,,N,Solanum fragile,Solanum fragile Wedd.,819249-1,3031878,Solanum fragile Wedd.,Solanum fragile Wedd.,Solanum fragile Wedd.,S.,S. fragile,S. fragile Wedd.,S. fragile Wedd.,S. fragile Wedd.,1859
724724,819317-1,Solanum glaucescens,Solanum glaucescens Zucc.,Solanaceae,Species,3031906,819317-1,Species,Accepted,Solanaceae,,Solanum,,glaucescens,,,,Zucc.,,Abh. Math.-Phys. Cl. Königl. Bayer. Akad. Wiss., 2: 325,(1837),Solanum glaucescens,Zucc.,3031906,,,,2936484,819317-1,,N,Solanum glaucescens,Solanum glaucescens Zucc.,819317-1,3031906,Solanum glaucescens Zucc.,Solanum glaucescens Zucc.,Solanum glaucescens Zucc.,S.,S. glaucescens,S. glaucescens Zucc.,S. glaucescens Zucc.,S. glaucescens Zucc.,1837
720621,819358-1,Solanum grandiflorum,Solanum grandiflorum Ruiz & Pav.,Solanaceae,Species,3031918,819358-1,Species,Accepted,Solanaceae,,Solanum,,grandiflorum,,,,Ruiz & Pav.,,Fl. Peruv., 2: 35,(1799),Solanum grandiflorum,Ruiz & Pav.,3031918,,,,2936484,819358-1,,N,Solanum grandiflorum,Solanum grandiflorum Ruiz & Pav.,819358-1,3031918,Solanum grandiflorum Ruiz & Pav.,Solanum grandiflorum Ruiz & Pav.,Solanum grandiflorum Ruiz & Pav.,S.,S. grandiflorum,S. grandiflorum Ruiz & Pav.,S. grandiflorum Ruiz & Pav.,S. grandiflorum Ruiz & Pav.,1799
720350,330656-2,Solanum guaraniticum,Solanum guaraniticum A.St.-Hil.,Solanaceae,Species,3031928,330656-2,Species,Accepted,Solanaceae,,Solanum,,guaraniticum,,,,A.St.-Hil.,,Mém. Mus. Hist. Nat., 12: 321,(1825),Solanum guaraniticum,A.St.-Hil.,3031928,,,,2936484,330656-2,,N,Solanum guaraniticum,Solanum guaraniticum A.St.-Hil.,330656-2,3031928,Solanum guaraniticum A.St.-Hil.,Solanum guaraniticum A.St.-Hil.,Solanum guaraniticum A.St.-Hil.,S.,S. guaraniticum,S. guaraniticum A.St.-Hil.,S. guaraniticum A.St.-Hil.,S. guaraniticum A.St.-Hil.,1825
726373,819387-1,Solanum guineense,Solanum guineense L.,Solanaceae,Species,3034452,819387-1,Species,Accepted,Solanaceae,,Solanum,,guineense,,,,L.,,Sp. Pl.,: 184,(1753),Solanum guineense,L.,3034452,,,,2936484,819387-1,,N,Solanum guineense,Solanum guineense L.,819387-1,3034452,Solanum guineense L.,Solanum guineense L.,Solanum guineense L.,S.,S. guineense,S. guineense L.,S. guineense L.,S. guineense L.,1753
719909,819454-1,Solanum hexandrum,Solanum hexandrum Vell.,Solanaceae,Species,3031956,819454-1,Species,Accepted,Solanaceae,,Solanum,,hexandrum,,,,Vell.,,Fl. Flumin.,: 88,(1829),Solanum hexandrum,Vell.,3031956,,,,2936484,819454-1,,N,Solanum hexandrum,Solanum hexandrum Vell.,819454-1,3031956,Solanum hexandrum Vell.,Solanum hexandrum Vell.,Solanum hexandrum Vell.,S.,S. hexandrum,S. hexandrum Vell.,S. hexandrum Vell.,S. hexandrum Vell.,1829
719530,819498-1,Solanum horridum,Solanum horridum Dunal,Solanaceae,Species,3031973,819498-1,Species,Accepted,Solanaceae,,Solanum,,horridum,,,,Dunal,J.B.A.M.de Lamarck,Encycl.,", Suppl. 3: 763",(1814),Solanum horridum,Dunal,3031973,,,,2936484,819498-1,,N,Solanum horridum,Solanum horridum Dunal,819498-1,3031973,Solanum horridum Dunal,Solanum horridum Dunal,Solanum horridum Dunal,S.,S. horridum,S. horridum Dunal,S. horridum Dunal,S. horridum Dunal,1814
725561,77124846-1,Solanum houstonii,Solanum houstonii Martyn,Solanaceae,Species,3223066,77124846-1,Species,Accepted,Solanaceae,,Solanum,,houstonii,,,,Martyn,P.Miller,"Gard. Dict., ed. 9.", 2(2): n.° 91,(1807),Solanum houstonii,Martyn,3223066,,,,2936484,77124846-1,,N,Solanum houstonii,Solanum houstonii Martyn,77124846-1,3223066,Solanum houstonii Martyn,Solanum houstonii Martyn,Solanum houstonii Martyn,S.,S. houstonii,S. houstonii Martyn,S. houstonii Martyn,S. houstonii Martyn,1807
727748,819519-1,Solanum humile,Solanum humile Lam.,Solanaceae,Species,2915956,819519-1,Species,Accepted,Solanaceae,,Solanum,,humile,,,,Lam.,,Tabl. Encycl., 2: 23,(1794),Solanum humile,Lam.,2915956,,,,2936484,819519-1,,N,Solanum humile,Solanum humile Lam.,819519-1,2915956,Solanum humile Lam.,Solanum humile Lam.,Solanum humile Lam.,S.,S. humile,S. humile Lam.,S. humile Lam.,S. humile Lam.,1794
722125,819567-1,Solanum incanum,Solanum incanum L.,Solanaceae,Species,3032005,819567-1,Species,Accepted,Solanaceae,,Solanum,,incanum,,,,L.,,Sp. Pl.,: 188,(1753),Solanum incanum,L.,3032005,,,,2936484,819567-1,,N,Solanum incanum,Solanum incanum L.,819567-1,3032005,Solanum incanum L.,Solanum incanum L.,Solanum incanum L.,S.,S. incanum,S. incanum L.,S. incanum L.,S. incanum L.,1753
726724,819608-1,Solanum intermedium,Solanum intermedium Sendtn.,Solanaceae,Species,3032029,819608-1,Species,Accepted,Solanaceae,,Solanum,,intermedium,,,,Sendtn.,C.F.P.von Martius & auct. suc. (eds.),Fl. Bras., 10: 22,(1846),Solanum intermedium,Sendtn.,3032029,,,,2936484,819608-1,,N,Solanum intermedium,Solanum intermedium Sendtn.,819608-1,3032029,Solanum intermedium Sendtn.,Solanum intermedium Sendtn.,Solanum intermedium Sendtn.,S.,S. intermedium,S. intermedium Sendtn.,S. intermedium Sendtn.,S. intermedium Sendtn.,1846
722217,819611-1,Solanum involucratum,Solanum involucratum Blume,Solanaceae,Species,3034089,819611-1,Species,Accepted,Solanaceae,,Solanum,,involucratum,,,,Blume,,Bijdr. Fl. Ned. Ind.,: 701,(1826),Solanum involucratum,Blume,3034089,,,,2936484,819611-1,,N,Solanum involucratum,Solanum involucratum Blume,819611-1,3034089,Solanum involucratum Blume,Solanum involucratum Blume,Solanum involucratum Blume,S.,S. involucratum,S. involucratum Blume,S. involucratum Blume,S. involucratum Blume,1826
719888,239058-2,Solanum itatiaiae,Solanum itatiaiae Dusén,Solanaceae,Species,3032040,239058-2,Species,Accepted,Solanaceae,,Solanum,,itatiaiae,,,,Dusén,,Ark. Bot., 9(5): 17,(1910),Solanum itatiaiae,Dusén,3032040,,,,2936484,239058-2,,N,Solanum itatiaiae,Solanum itatiaiae Dusén,239058-2,3032040,Solanum itatiaiae Dusén,Solanum itatiaiae Dusén,Solanum itatiaiae Dusén,S.,S. itatiaiae,S. itatiaiae Dusén,S. itatiaiae Dusén,S. itatiaiae Dusén,1910
725655,819717-1,Solanum laciniatum,Solanum laciniatum Aiton,Solanaceae,Species,3032080,819717-1,Species,Accepted,Solanaceae,,Solanum,,laciniatum,,,,Aiton,,Hort. Kew., 1: 247,(1789),Solanum laciniatum,Aiton,3032080,,,,2936484,819717-1,,N,Solanum laciniatum,Solanum laciniatum Aiton,819717-1,3032080,Solanum laciniatum Aiton,Solanum laciniatum Aiton,Solanum laciniatum Aiton,S.,S. laciniatum,S. laciniatum Aiton,S. laciniatum Aiton,S. laciniatum Aiton,1789
726189,819733-1,Solanum lanceifolium,Solanum lanceifolium Jacq.,Solanaceae,Species,3032085,819733-1,Species,Accepted,Solanaceae,,Solanum,,lanceifolium,,,,Jacq.,,Collectanea, 2: 286,(1789),Solanum lanceifolium,Jacq.,3032085,,,,2936484,819733-1,,N,Solanum lanceifolium,Solanum lanceifolium Jacq.,819733-1,3032085,Solanum lanceifolium Jacq.,Solanum lanceifolium Jacq.,Solanum lanceifolium Jacq.,S.,S. lanceifolium,S. lanceifolium Jacq.,S. lanceifolium Jacq.,S. lanceifolium Jacq.,1789
723038,819734-1,Solanum lanceolatum,Solanum lanceolatum Cav.,Solanaceae,Species,3032086,819734-1,Species,Accepted,Solanaceae,,Solanum,,lanceolatum,,,,Cav.,,Icon., 3: 23,(1795),Solanum lanceolatum,Cav.,3032086,,,,2936484,819734-1,,N,Solanum lanceolatum,Solanum lanceolatum Cav.,819734-1,3032086,Solanum lanceolatum Cav.,Solanum lanceolatum Cav.,Solanum lanceolatum Cav.,S.,S. lanceolatum,S. lanceolatum Cav.,S. lanceolatum Cav.,S. lanceolatum Cav.,1795
164161,985901-1,Solanum latiflorum,Solanum latiflorum Bohs,Solanaceae,Species,3032098,985901-1,Species,Accepted,Solanaceae,,Solanum,,latiflorum,,,,Bohs,,Taxon, 44: 584,(1995),Solanum latiflorum,Bohs,3032098,2752525,Sendtn.,,2936484,985901-1,,N,Solanum latiflorum,Solanum latiflorum Bohs,985901-1,3032098,Solanum latiflorum Bohs,Solanum latiflorum Bohs,Solanum latiflorum Bohs,S.,S. latiflorum,S. latiflorum Bohs,S. latiflorum Bohs,S. latiflorum Bohs,1995
724085,330664-2,Solanum laxum,Solanum laxum Spreng.,Solanaceae,Species,3032101,330664-2,Species,Accepted,Solanaceae,,Solanum,,laxum,,,,Spreng.,,"Syst. Veg., ed. 16.", 1: 682,(1824),Solanum laxum,Spreng.,3032101,,,,2936484,330664-2,,N,Solanum laxum,Solanum laxum Spreng.,330664-2,3032101,Solanum laxum Spreng.,Solanum laxum Spreng.,Solanum laxum Spreng.,S.,S. laxum,S. laxum Spreng.,S. laxum Spreng.,S. laxum Spreng.,1824
723580,819788-1,Solanum leiophyllum,Solanum leiophyllum Benth.,Solanaceae,Species,3032102,819788-1,Species,Accepted,Solanaceae,,Solanum,,leiophyllum,,,,Benth.,,Pl. Hartw.,: 146,(1845),Solanum leiophyllum,Benth.,3032102,,,,2936484,819788-1,,N,Solanum leiophyllum,Solanum leiophyllum Benth.,819788-1,3032102,Solanum leiophyllum Benth.,Solanum leiophyllum Benth.,Solanum leiophyllum Benth.,S.,S. leiophyllum,S. leiophyllum Benth.,S. leiophyllum Benth.,S. leiophyllum Benth.,1845
720175,819930-1,Solanum macracanthum,Solanum macracanthum A.Rich.,Solanaceae,Species,3032154,819930-1,Species,Accepted,Solanaceae,,Solanum,,macracanthum,,,,A.Rich.,,Tent. Fl. Abyss., 2: 106,(1850),Solanum macracanthum,A.Rich.,3032154,,,,2936484,819930-1,,N,Solanum macracanthum,Solanum macracanthum A.Rich.,819930-1,3032154,Solanum macracanthum A.Rich.,Solanum macracanthum A.Rich.,Solanum macracanthum A.Rich.,S.,S. macracanthum,S. macracanthum A.Rich.,S. macracanthum A.Rich.,S. macracanthum A.Rich.,1850
721015,819941-1,Solanum macrocarpon,Solanum macrocarpon L.,Solanaceae,Species,3032155,819941-1,Species,Accepted,Solanaceae,,Solanum,,macrocarpon,,,,L.,,Mant. Pl., 2: 205,(1771),Solanum macrocarpon,L.,3032155,,,,2936484,819941-1,,N,Solanum macrocarpon,Solanum macrocarpon L.,819941-1,3032155,Solanum macrocarpon L.,Solanum macrocarpon L.,Solanum macrocarpon L.,S.,S. macrocarpon,S. macrocarpon L.,S. macrocarpon L.,S. macrocarpon L.,1771
725929,819955-1,Solanum madagascariense,Solanum madagascariense Dunal,Solanaceae,Species,3032157,819955-1,Species,Accepted,Solanaceae,,Solanum,,madagascariense,,,,Dunal,A.P.de Candolle,Prodr., 13(1): 99,(1852),Solanum madagascariense,Dunal,3032157,,,,2936484,819955-1,,N,Solanum madagascariense,Solanum madagascariense Dunal,819955-1,3032157,Solanum madagascariense Dunal,Solanum madagascariense Dunal,Solanum madagascariense Dunal,S.,S. madagascariense,S. madagascariense Dunal,S. madagascariense Dunal,S. madagascariense Dunal,1852
725406,285235-2,Solanum mammosum,Solanum mammosum L.,Solanaceae,Species,3032167,285235-2,Species,Accepted,Solanaceae,,Solanum,,mammosum,,,,L.,,Sp. Pl.,: 187,(1753),Solanum mammosum,L.,3032167,,,,2936484,285235-2,,N,Solanum mammosum,Solanum mammosum L.,285235-2,3032167,Solanum mammosum L.,Solanum mammosum L.,Solanum mammosum L.,S.,S. mammosum,S. mammosum L.,S. mammosum L.,S. mammosum L.,1753
726976,820008-1,Solanum martii,Solanum martii Sendtn.,Solanaceae,Species,3032180,820008-1,Species,Accepted,Solanaceae,,Solanum,,martii,,,,Sendtn.,C.F.P.von Martius & auct. suc. (eds.),Fl. Bras., 10: 41,(1846),Solanum martii,Sendtn.,3032180,,,,2936484,820008-1,,N,Solanum martii,Solanum martii Sendtn.,820008-1,3032180,Solanum martii Sendtn.,Solanum martii Sendtn.,Solanum martii Sendtn.,S.,S. martii,S. martii Sendtn.,S. martii Sendtn.,S. martii Sendtn.,1846
724087,330666-2,Solanum mauritianum,Solanum mauritianum Scop.,Solanaceae,Species,3032185,330666-2,Species,Accepted,Solanaceae,,Solanum,,mauritianum,,,,Scop.,,Delic. Fl. Faun. Insubr., 3: 16,(1788),Solanum mauritianum,Scop.,3032185,,,,2936484,330666-2,,N,Solanum mauritianum,Solanum mauritianum Scop.,330666-2,3032185,Solanum mauritianum Scop.,Solanum mauritianum Scop.,Solanum mauritianum Scop.,S.,S. mauritianum,S. mauritianum Scop.,S. mauritianum Scop.,S. mauritianum Scop.,1788
727245,820062-1,Solanum memphiticum,Solanum memphiticum J.F.Gmel.,Solanaceae,Species,3032201,820062-1,Species,Accepted,Solanaceae,,Solanum,,memphiticum,,,,J.F.Gmel.,,"Syst. Nat., ed. 13[bis].", 2(1): 385,(1791),Solanum memphiticum,J.F.Gmel.,3032201,,,,2936484,820062-1,,N,Solanum memphiticum,Solanum memphiticum J.F.Gmel.,820062-1,3032201,Solanum memphiticum J.F.Gmel.,Solanum memphiticum J.F.Gmel.,Solanum memphiticum J.F.Gmel.,S.,S. memphiticum,S. memphiticum J.F.Gmel.,S. memphiticum J.F.Gmel.,S. memphiticum J.F.Gmel.,1791
720177,820096-1,Solanum microphyllum,Solanum microphyllum Dunal,Solanaceae,Species,3032208,820096-1,Species,Accepted,Solanaceae,,Solanum,,microphyllum,,,,Dunal,,Hist. Nat. Solanum,: 187,(1813),Solanum microphyllum,Dunal,3032208,,,,2936484,820096-1,,N,Solanum microphyllum,Solanum microphyllum Dunal,820096-1,3032208,Solanum microphyllum Dunal,Solanum microphyllum Dunal,Solanum microphyllum Dunal,S.,S. microphyllum,S. microphyllum Dunal,S. microphyllum Dunal,S. microphyllum Dunal,1813
727148,285239-2,Solanum montanum,Solanum montanum L.,Solanaceae,Species,3032224,285239-2,Species,Accepted,Solanaceae,,Solanum,,montanum,,,,L.,,Sp. Pl.,: 186,(1753),Solanum montanum,L.,3032224,,,,2936484,285239-2,,N,Solanum montanum,Solanum montanum L.,285239-2,3032224,Solanum montanum L.,Solanum montanum L.,Solanum montanum L.,S.,S. montanum,S. montanum L.,S. montanum L.,S. montanum L.,1753
719705,820175-1,Solanum multifidum,Solanum multifidum Lam.,Solanaceae,Species,3032232,820175-1,Species,Accepted,Solanaceae,,Solanum,,multifidum,,,,Lam.,,Tabl. Encycl., 2: 17,(1794),Solanum multifidum,Lam.,3032232,,,,2936484,820175-1,,N,Solanum multifidum,Solanum multifidum Lam.,820175-1,3032232,Solanum multifidum Lam.,Solanum multifidum Lam.,Solanum multifidum Lam.,S.,S. multifidum,S. multifidum Lam.,S. multifidum Lam.,S. multifidum Lam.,1794
721572,820177-1,Solanum multiflorum,Solanum multiflorum Roth,Solanaceae,Species,3033101,820177-1,Species,Accepted,Solanaceae,,Solanum,,multiflorum,,,,Roth,J.J.Roemer & J.A.Schultes,"Syst. Veg., ed. 15[bis].", 4: 669,(1819),Solanum multiflorum,Roth,3033101,,,,2936484,820177-1,,N,Solanum multiflorum,Solanum multiflorum Roth,820177-1,3033101,Solanum multiflorum Roth,Solanum multiflorum Roth,Solanum multiflorum Roth,S.,S. multiflorum,S. multiflorum Roth,S. multiflorum Roth,S. multiflorum Roth,1819
726353,820218-1,Solanum nelsonii,Solanum nelsonii Dunal,Solanaceae,Species,3032252,820218-1,Species,Accepted,Solanaceae,,Solanum,,nelsonii,,,,Dunal,A.P.de Candolle,Prodr., 13(1): 123,(1852),Solanum nelsonii,Dunal,3032252,,,,2936484,820218-1,,N,Solanum nelsonii,Solanum nelsonii Dunal,820218-1,3032252,Solanum nelsonii Dunal,Solanum nelsonii Dunal,Solanum nelsonii Dunal,S.,S. nelsonii,S. nelsonii Dunal,S. nelsonii Dunal,S. nelsonii Dunal,1852
724268,820273-1,Solanum nutans,Solanum nutans Ruiz & Pav.,Solanaceae,Species,3032282,820273-1,Species,Accepted,Solanaceae,,Solanum,,nutans,,,,Ruiz & Pav.,,Fl. Peruv., 2: 34,(1799),Solanum nutans,Ruiz & Pav.,3032282,,,,2936484,820273-1,,N,Solanum nutans,Solanum nutans Ruiz & Pav.,820273-1,3032282,Solanum nutans Ruiz & Pav.,Solanum nutans Ruiz & Pav.,Solanum nutans Ruiz & Pav.,S.,S. nutans,S. nutans Ruiz & Pav.,S. nutans Ruiz & Pav.,S. nutans Ruiz & Pav.,1799
725295,300622-2,Solanum obliquum,Solanum obliquum Ruiz & Pav.,Solanaceae,Species,3032283,300622-2,Species,Accepted,Solanaceae,,Solanum,,obliquum,,,,Ruiz & Pav.,,Fl. Peruv., 2: 35,(1799),Solanum obliquum,Ruiz & Pav.,3032283,,,,2936484,300622-2,,N,Solanum obliquum,Solanum obliquum Ruiz & Pav.,300622-2,3032283,Solanum obliquum Ruiz & Pav.,Solanum obliquum Ruiz & Pav.,Solanum obliquum Ruiz & Pav.,S.,S. obliquum,S. obliquum Ruiz & Pav.,S. obliquum Ruiz & Pav.,S. obliquum Ruiz & Pav.,1799
727680,820385-1,Solanum paludosum,Solanum paludosum Moric.,Solanaceae,Species,3032331,820385-1,Species,Accepted,Solanaceae,,Solanum,,paludosum,,,,Moric.,,Pl. Nouv. Amér.,: 29,(1837),Solanum paludosum,Moric.,3032331,,,,2936484,820385-1,,N,Solanum paludosum,Solanum paludosum Moric.,820385-1,3032331,Solanum paludosum Moric.,Solanum paludosum Moric.,Solanum paludosum Moric.,S.,S. paludosum,S. paludosum Moric.,S. paludosum Moric.,S. paludosum Moric.,1837
724547,820421-1,Solanum parvifolium,Solanum parvifolium R.Br.,Solanaceae,Species,3032347,820421-1,Species,Accepted,Solanaceae,,Solanum,,parvifolium,,,,R.Br.,,Prodr. Fl. Nov. Holland.,: 446,(1810),Solanum parvifolium,R.Br.,3032347,,,,2936484,820421-1,,N,Solanum parvifolium,Solanum parvifolium R.Br.,820421-1,3032347,Solanum parvifolium R.Br.,Solanum parvifolium R.Br.,Solanum parvifolium R.Br.,S.,S. parvifolium,S. parvifolium R.Br.,S. parvifolium R.Br.,S. parvifolium R.Br.,1810
724731,820443-1,Solanum pectinatum,Solanum pectinatum Dunal,Solanaceae,Species,3032355,820443-1,Species,Accepted,Solanaceae,,Solanum,,pectinatum,,,,Dunal,A.P.de Candolle,Prodr., 13(1): 250,(1852),Solanum pectinatum,Dunal,3032355,,,,2936484,820443-1,,N,Solanum pectinatum,Solanum pectinatum Dunal,820443-1,3032355,Solanum pectinatum Dunal,Solanum pectinatum Dunal,Solanum pectinatum Dunal,S.,S. pectinatum,S. pectinatum Dunal,S. pectinatum Dunal,S. pectinatum Dunal,1852
720355,820519-1,Solanum pinnatum,Solanum pinnatum Cav.,Solanaceae,Species,3032391,820519-1,Species,Accepted,Solanaceae,,Solanum,,pinnatum,,,,Cav.,,Icon., 5: 23,(1799),Solanum pinnatum,Cav.,3032391,,,,2936484,820519-1,,N,Solanum pinnatum,Solanum pinnatum Cav.,820519-1,3032391,Solanum pinnatum Cav.,Solanum pinnatum Cav.,Solanum pinnatum Cav.,S.,S. pinnatum,S. pinnatum Cav.,S. pinnatum Cav.,S. pinnatum Cav.,1799
