,accepted_ipni_id,accepted_name,accepted_name_w_author,accepted_family,accepted_rank,plant_name_id,ipni_id,taxon_rank,taxon_status,family,genus_hybrid,genus,species_hybrid,species,infraspecific_rank,infraspecies,parenthetical_author,primary_author,publication_author,place_of_publication,volume_and_page,first_published,taxon_name,taxon_authors,accepted_plant_name_id,basionym_plant_name_id,replaced_synonym_author,homotypic_synonym,parent_plant_name_id,powo_id,hybrid_formula,reviewed,accepted_species,accepted_species_w_author,accepted_species_ipni_id,accepted_species_id,publication_year,taxon_names_with_authors,taxon_names_with_paranthet_authors,taxon_names_with_primary_author,abbreviated_genus,sp_binomial_with_abbreviated_genus,sp_binomial_with_abbreviated_genus_with_authors,sp_binomial_with_abbreviated_genus_with_paranthet_authors,sp_binomial_with_abbreviated_genus_with_primary_author
640473,286114-2,Tilia mexicana,Tilia mexicana Schltdl.,Malvaceae,Species,2517775,286114-2,Species,Accepted,Malvaceae,,Tilia,,mexicana,,,,Schltdl.,,Linnaea, 11: 377,(1837),Tilia mexicana,Schltdl.,2517775,,,,2518358,286114-2,,N,Tilia mexicana,Tilia mexicana Schltdl.,286114-2,2517775,1837,Tilia mexicana Schltdl.,Tilia mexicana Schltdl.,Tilia mexicana Schltdl.,T.,T. mexicana,T. mexicana Schltdl.,T. mexicana Schltdl.,T. mexicana Schltdl.
726029,124836-1,Tillandsia argentea,Tillandsia argentea Griseb.,Bromeliaceae,Species,268566,124836-1,Species,Accepted,Bromeliaceae,,Tillandsia,,argentea,,,,Griseb.,,Cat. Pl. Cub.,: 254,(1866),Tillandsia argentea,Griseb.,268566,,,,268500,124836-1,,Y,Tillandsia argentea,Tillandsia argentea Griseb.,124836-1,268566,1866,Tillandsia argentea Griseb.,Tillandsia argentea Griseb.,Tillandsia argentea Griseb.,T.,T. argentea,T. argentea Griseb.,T. argentea Griseb.,T. argentea Griseb.
726556,124873-1,Tillandsia bartramii,Tillandsia bartramii Elliott,Bromeliaceae,Species,268617,124873-1,Species,Accepted,Bromeliaceae,,Tillandsia,,bartramii,,,,Elliott,,Sketch Bot. S. Carolina, 1: 379,(1817),Tillandsia bartramii,Elliott,268617,,,,268500,124873-1,,Y,Tillandsia bartramii,Tillandsia bartramii Elliott,124873-1,268617,1817,Tillandsia bartramii Elliott,Tillandsia bartramii Elliott,Tillandsia bartramii Elliott,T.,T. bartramii,T. bartramii Elliott,T. bartramii Elliott,T. bartramii Elliott
720012,125071-1,Tillandsia disticha,Tillandsia disticha Kunth,Bromeliaceae,Species,268895,125071-1,Species,Accepted,Bromeliaceae,,Tillandsia,,disticha,,,,Kunth,"F.W.H.von Humboldt, A.J.A.Bonpland & C.S.Kunth",Nov. Gen. Sp., 1: 292,(1816),Tillandsia disticha,Kunth,268895,,,,268500,125071-1,,Y,Tillandsia disticha,Tillandsia disticha Kunth,125071-1,268895,1816,Tillandsia disticha Kunth,Tillandsia disticha Kunth,Tillandsia disticha Kunth,T.,T. disticha,T. disticha Kunth,T. disticha Kunth,T. disticha Kunth
723424,125112-1,Tillandsia erubescens,Tillandsia erubescens Schltdl.,Bromeliaceae,Species,268953,125112-1,Species,Accepted,Bromeliaceae,,Tillandsia,,erubescens,,,,Schltdl.,,Linnaea, 18: 427,(1845),Tillandsia erubescens,Schltdl.,268953,,,,268500,125112-1,,Y,Tillandsia erubescens,Tillandsia erubescens Schltdl.,125112-1,268953,1845,Tillandsia erubescens Schltdl.,Tillandsia erubescens Schltdl.,Tillandsia erubescens Schltdl.,T.,T. erubescens,T. erubescens Schltdl.,T. erubescens Schltdl.,T. erubescens Schltdl.
722340,125120-1,Tillandsia excelsa,Tillandsia excelsa Griseb.,Bromeliaceae,Species,268964,125120-1,Species,Accepted,Bromeliaceae,,Tillandsia,,excelsa,,,,Griseb.,,Fl. Brit. W. I.,: 597,(1864),Tillandsia excelsa,Griseb.,268964,,,,268500,125120-1,,Y,Tillandsia excelsa,Tillandsia excelsa Griseb.,125120-1,268964,1864,Tillandsia excelsa Griseb.,Tillandsia excelsa Griseb.,Tillandsia excelsa Griseb.,T.,T. excelsa,T. excelsa Griseb.,T. excelsa Griseb.,T. excelsa Griseb.
724898,125131-1,Tillandsia fendleri,Tillandsia fendleri Griseb.,Bromeliaceae,Species,268991,125131-1,Species,Accepted,Bromeliaceae,,Tillandsia,,fendleri,,,,Griseb.,,Nachr. Königl. Ges. Wiss. Georg-Augusts-Univ., 1: 17,(1864 publ. 1865),Tillandsia fendleri,Griseb.,268991,,,,268500,125131-1,,Y,Tillandsia fendleri,Tillandsia fendleri Griseb.,125131-1,268991,1865,Tillandsia fendleri Griseb.,Tillandsia fendleri Griseb.,Tillandsia fendleri Griseb.,T.,T. fendleri,T. fendleri Griseb.,T. fendleri Griseb.,T. fendleri Griseb.
727621,125147-1,Tillandsia flexuosa,Tillandsia flexuosa Sw.,Bromeliaceae,Species,269010,125147-1,Species,Accepted,Bromeliaceae,,Tillandsia,,flexuosa,,,,Sw.,,Prodr. Veg. Ind. Occ.,: 56,(1788),Tillandsia flexuosa,Sw.,269010,,,,268500,125147-1,,Y,Tillandsia flexuosa,Tillandsia flexuosa Sw.,125147-1,269010,1788,Tillandsia flexuosa Sw.,Tillandsia flexuosa Sw.,Tillandsia flexuosa Sw.,T.,T. flexuosa,T. flexuosa Sw.,T. flexuosa Sw.,T. flexuosa Sw.
720304,125152-1,Tillandsia foliosa,Tillandsia foliosa M.Martens & Galeotti,Bromeliaceae,Species,269018,125152-1,Species,Accepted,Bromeliaceae,,Tillandsia,,foliosa,,,,M.Martens & Galeotti,,Bull. Acad. Roy. Sci. Bruxelles, 10(1): 119,(1843),Tillandsia foliosa,M.Martens & Galeotti,269018,,,,268500,125152-1,,Y,Tillandsia foliosa,Tillandsia foliosa M.Martens & Galeotti,125152-1,269018,1843,Tillandsia foliosa M.Martens & Galeotti,Tillandsia foliosa M.Martens & Galeotti,Tillandsia foliosa M.Martens & Galeotti,T.,T. foliosa,T. foliosa M.Martens & Galeotti,T. foliosa M.Martens & Galeotti,T. foliosa M.Martens & Galeotti
107508,125459-1,Tillandsia paniculata,Tillandsia paniculata (L.) L.,Bromeliaceae,Species,269465,125459-1,Species,Accepted,Bromeliaceae,,Tillandsia,,paniculata,,,L.,L.,,"Sp. Pl., ed. 2.",: 410,(1762),Tillandsia paniculata,(L.) L.,269465,260973,,,268500,125459-1,,Y,Tillandsia paniculata,Tillandsia paniculata (L.) L.,125459-1,269465,1762,Tillandsia paniculata (L.) L.,Tillandsia paniculata L. L.,Tillandsia paniculata L.,T.,T. paniculata,T. paniculata (L.) L.,T. paniculata L. L.,T. paniculata L.
561187,1050756-2,Tillandsia polystachia,Tillandsia polystachia (L.) L.,Bromeliaceae,Species,269538,1050756-2,Species,Accepted,Bromeliaceae,,Tillandsia,,polystachia,,,L.,L.,,"Sp. Pl., ed. 2.",: 410,(1762),Tillandsia polystachia,(L.) L.,269538,260984,,,268500,1050756-2,,Y,Tillandsia polystachia,Tillandsia polystachia (L.) L.,1050756-2,269538,1762,Tillandsia polystachia (L.) L.,Tillandsia polystachia L. L.,Tillandsia polystachia L.,T.,T. polystachia,T. polystachia (L.) L.,T. polystachia L. L.,T. polystachia L.
727365,125541-1,Tillandsia purpurea,Tillandsia purpurea Ruiz & Pav.,Bromeliaceae,Species,269592,125541-1,Species,Accepted,Bromeliaceae,,Tillandsia,,purpurea,,,,Ruiz & Pav.,,Fl. Peruv., 3: 41,(1802),Tillandsia purpurea,Ruiz & Pav.,269592,,,,268500,125541-1,,Y,Tillandsia purpurea,Tillandsia purpurea Ruiz & Pav.,125541-1,269592,1802,Tillandsia purpurea Ruiz & Pav.,Tillandsia purpurea Ruiz & Pav.,Tillandsia purpurea Ruiz & Pav.,T.,T. purpurea,T. purpurea Ruiz & Pav.,T. purpurea Ruiz & Pav.,T. purpurea Ruiz & Pav.
236768,1194855-2,Tillandsia recurvata,Tillandsia recurvata (L.) L.,Bromeliaceae,Species,269621,1194855-2,Species,Accepted,Bromeliaceae,,Tillandsia,,recurvata,,,L.,L.,,"Sp. Pl., ed. 2.",: 410,(1762),Tillandsia recurvata,(L.) L.,269621,260993,,,268500,1194855-2,,Y,Tillandsia recurvata,Tillandsia recurvata (L.) L.,1194855-2,269621,1762,Tillandsia recurvata (L.) L.,Tillandsia recurvata L. L.,Tillandsia recurvata L.,T.,T. recurvata,T. recurvata (L.) L.,T. recurvata L. L.,T. recurvata L.
720388,317893-2,Tillandsia secunda,Tillandsia secunda Kunth,Bromeliaceae,Species,269725,317893-2,Species,Accepted,Bromeliaceae,,Tillandsia,,secunda,,,,Kunth,"F.W.H.von Humboldt, A.J.A.Bonpland & C.S.Kunth",Nov. Gen. Sp., 1: 294,(1816),Tillandsia secunda,Kunth,269725,,,,268500,317893-2,,Y,Tillandsia secunda,Tillandsia secunda Kunth,317893-2,269725,1816,Tillandsia secunda Kunth,Tillandsia secunda Kunth,Tillandsia secunda Kunth,T.,T. secunda,T. secunda Kunth,T. secunda Kunth,T. secunda Kunth
719562,125736-1,Tillandsia tricholepis,Tillandsia tricholepis Baker,Bromeliaceae,Species,269889,125736-1,Species,Accepted,Bromeliaceae,,Tillandsia,,tricholepis,,,,Baker,,J. Bot., 16: 237,(1878),Tillandsia tricholepis,Baker,269889,,,,268500,125736-1,,Y,Tillandsia tricholepis,Tillandsia tricholepis Baker,125736-1,269889,1878,Tillandsia tricholepis Baker,Tillandsia tricholepis Baker,Tillandsia tricholepis Baker,T.,T. tricholepis,T. tricholepis Baker,T. tricholepis Baker,T. tricholepis Baker
448943,767747-1,Timonius ferrugineus,Timonius ferrugineus Merr.,Rubiaceae,Species,205868,767747-1,Species,Accepted,Rubiaceae,,Timonius,,ferrugineus,,,,Merr.,,"Philipp. J. Sci., C", 10: 115,(1915),Timonius ferrugineus,Merr.,205868,,,,205808,767747-1,,Y,Timonius ferrugineus,Timonius ferrugineus Merr.,767747-1,205868,1915,Timonius ferrugineus Merr.,Timonius ferrugineus Merr.,Timonius ferrugineus Merr.,T.,T. ferrugineus,T. ferrugineus Merr.,T. ferrugineus Merr.,T. ferrugineus Merr.
447515,767763-1,Timonius hirsutus,Timonius hirsutus Merr.,Rubiaceae,Species,205884,767763-1,Species,Accepted,Rubiaceae,,Timonius,,hirsutus,,,,Merr.,,J. Straits Branch Roy. Asiat. Soc., 77: 242,(1917),Timonius hirsutus,Merr.,205884,,,,205808,767763-1,,Y,Timonius hirsutus,Timonius hirsutus Merr.,767763-1,205884,1917,Timonius hirsutus Merr.,Timonius hirsutus Merr.,Timonius hirsutus Merr.,T.,T. hirsutus,T. hirsutus Merr.,T. hirsutus Merr.,T. hirsutus Merr.
445744,767770-1,Timonius involucratus,Timonius involucratus Merr.,Rubiaceae,Species,205890,767770-1,Species,Accepted,Rubiaceae,,Timonius,,involucratus,,,,Merr.,,J. Straits Branch Roy. Asiat. Soc., 77: 241,(1917),Timonius involucratus,Merr.,205890,,,,205808,767770-1,,Y,Timonius involucratus,Timonius involucratus Merr.,767770-1,205890,1917,Timonius involucratus Merr.,Timonius involucratus Merr.,Timonius involucratus Merr.,T.,T. involucratus,T. involucratus Merr.,T. involucratus Merr.,T. involucratus Merr.
116678,767794-1,Timonius macrophyllus,Timonius macrophyllus (Teijsm. & Binn.) Valeton,Rubiaceae,Species,205917,767794-1,Species,Accepted,Rubiaceae,,Timonius,,macrophyllus,,,Teijsm. & Binn.,Valeton,,Bull. Dép. Agric. Indes Néerl., 26: 45,(1909),Timonius macrophyllus,(Teijsm. & Binn.) Valeton,205917,92639,,,205808,767794-1,,Y,Timonius macrophyllus,Timonius macrophyllus (Teijsm. & Binn.) Valeton,767794-1,205917,1909,Timonius macrophyllus (Teijsm. & Binn.) Valeton,Timonius macrophyllus Teijsm. & Binn. Valeton,Timonius macrophyllus Valeton,T.,T. macrophyllus,T. macrophyllus (Teijsm. & Binn.) Valeton,T. macrophyllus Teijsm. & Binn. Valeton,T. macrophyllus Valeton
124499,767870-1,Timonius splendens,Timonius splendens (Miq.) Boerl.,Rubiaceae,Species,206009,767870-1,Species,Accepted,Rubiaceae,,Timonius,,splendens,,,Miq.,Boerl.,,Handl. Fl. Ned. Ind., 2(1): 132,(1891),Timonius splendens,(Miq.) Boerl.,206009,162411,,,205808,767870-1,,Y,Timonius splendens,Timonius splendens (Miq.) Boerl.,767870-1,206009,1891,Timonius splendens (Miq.) Boerl.,Timonius splendens Miq. Boerl.,Timonius splendens Boerl.,T.,T. splendens,T. splendens (Miq.) Boerl.,T. splendens Miq. Boerl.,T. splendens Boerl.
605608,767915-1,Tocoyena longiflora,Tocoyena longiflora Aubl.,Rubiaceae,Species,206919,767915-1,Species,Accepted,Rubiaceae,,Tocoyena,,longiflora,,,,Aubl.,,Hist. Pl. Guiane,: 131,(1775),Tocoyena longiflora,Aubl.,206919,,,,206893,767915-1,,Y,Tocoyena longiflora,Tocoyena longiflora Aubl.,767915-1,206919,1775,Tocoyena longiflora Aubl.,Tocoyena longiflora Aubl.,Tocoyena longiflora Aubl.,T.,T. longiflora,T. longiflora Aubl.,T. longiflora Aubl.,T. longiflora Aubl.
555954,810384-1,Torenia cordifolia,Torenia cordifolia Roxb.,Linderniaceae,Species,2520788,810384-1,Species,Accepted,Linderniaceae,,Torenia,,cordifolia,,,,Roxb.,,Pl. Coromandel, 2: 32,(1805),Torenia cordifolia,Roxb.,2520788,,,,2520827,810384-1,,N,Torenia cordifolia,Torenia cordifolia Roxb.,810384-1,2520788,1805,Torenia cordifolia Roxb.,Torenia cordifolia Roxb.,Torenia cordifolia Roxb.,T.,T. cordifolia,T. cordifolia Roxb.,T. cordifolia Roxb.,T. cordifolia Roxb.
552173,810391-1,Torenia diffusa,Torenia diffusa D.Don,Linderniaceae,Species,2519914,810391-1,Species,Accepted,Linderniaceae,,Torenia,,diffusa,,,,D.Don,,Prodr. Fl. Nepal.,: 86,(1825),Torenia diffusa,D.Don,2519914,,,,2520827,810391-1,,N,Torenia diffusa,Torenia diffusa D.Don,810391-1,2519914,1825,Torenia diffusa D.Don,Torenia diffusa D.Don,Torenia diffusa D.Don,T.,T. diffusa,T. diffusa D.Don,T. diffusa D.Don,T. diffusa D.Don
706164,120987-1,Tournefortia fruticosa,Tournefortia fruticosa Ortega,Boraginaceae,Species,2437029,120987-1,Species,Accepted,Boraginaceae,,Tournefortia,,fruticosa,,,,Ortega,,Nov. Pl. Descr. Dec.,: 57,(1798),Tournefortia fruticosa,Ortega,2437029,,,,2437454,120987-1,,N,Tournefortia fruticosa,Tournefortia fruticosa Ortega,120987-1,2437029,1798,Tournefortia fruticosa Ortega,Tournefortia fruticosa Ortega,Tournefortia fruticosa Ortega,T.,T. fruticosa,T. fruticosa Ortega,T. fruticosa Ortega,T. fruticosa Ortega
701758,121010-1,Tournefortia heyneana,Tournefortia heyneana Wall. ex G.Don,Boraginaceae,Species,2437198,121010-1,Species,Accepted,Boraginaceae,,Tournefortia,,heyneana,,,,Wall. ex G.Don,,Gen. Hist., 4: 369,(1837),Tournefortia heyneana,Wall. ex G.Don,2437198,,,,2437454,121010-1,,N,Tournefortia heyneana,Tournefortia heyneana Wall. ex G.Don,121010-1,2437198,1837,Tournefortia heyneana Wall. ex G.Don,Tournefortia heyneana Wall. ex G.Don,Tournefortia heyneana Wall. ex G.Don,T.,T. heyneana,T. heyneana Wall. ex G.Don,T. heyneana Wall. ex G.Don,T. heyneana Wall. ex G.Don
700189,121183-1,Tournefortia undulata,Tournefortia undulata Ruiz & Pav.,Boraginaceae,Species,2437842,121183-1,Species,Accepted,Boraginaceae,,Tournefortia,,undulata,,,,Ruiz & Pav.,,Fl. Peruv., 2: 25,(1799),Tournefortia undulata,Ruiz & Pav.,2437842,,,,2437454,121183-1,,N,Tournefortia undulata,Tournefortia undulata Ruiz & Pav.,121183-1,2437842,1799,Tournefortia undulata Ruiz & Pav.,Tournefortia undulata Ruiz & Pav.,Tournefortia undulata Ruiz & Pav.,T.,T. undulata,T. undulata Ruiz & Pav.,T. undulata Ruiz & Pav.,T. undulata Ruiz & Pav.
153568,429375-1,Tovomita macrophylla,Tovomita macrophylla (Poepp.) Walp.,Clusiaceae,Species,2431387,429375-1,Species,Accepted,Clusiaceae,,Tovomita,,macrophylla,,,Poepp.,Walp.,,Repert. Bot. Syst., 1: 392,(1842),Tovomita macrophylla,(Poepp.) Walp.,2431387,2372368,,,2431721,429375-1,,N,Tovomita macrophylla,Tovomita macrophylla (Poepp.) Walp.,429375-1,2431387,1842,Tovomita macrophylla (Poepp.) Walp.,Tovomita macrophylla Poepp. Walp.,Tovomita macrophylla Walp.,T.,T. macrophylla,T. macrophylla (Poepp.) Walp.,T. macrophylla Poepp. Walp.,T. macrophylla Walp.
434679,173264-1,Tradescantia crassifolia,Tradescantia crassifolia Cav.,Commelinaceae,Species,270221,173264-1,Species,Accepted,Commelinaceae,,Tradescantia,,crassifolia,,,,Cav.,,Icon., 1: 54,(1791),Tradescantia crassifolia,Cav.,270221,,,,270160,173264-1,,Y,Tradescantia crassifolia,Tradescantia crassifolia Cav.,173264-1,270221,1791,Tradescantia crassifolia Cav.,Tradescantia crassifolia Cav.,Tradescantia crassifolia Cav.,T.,T. crassifolia,T. crassifolia Cav.,T. crassifolia Cav.,T. crassifolia Cav.
435018,173516-1,Tradescantia velutina,Tradescantia velutina Kunth & C.D.Bouché,Commelinaceae,Species,270498,173516-1,Species,Accepted,Commelinaceae,,Tradescantia,,velutina,,,,Kunth & C.D.Bouché,,"Index Seminum (B, Berolinensis)", 1848: 12,(1848),Tradescantia velutina,Kunth & C.D.Bouché,270498,,,,270160,173516-1,,Y,Tradescantia velutina,Tradescantia velutina Kunth & C.D.Bouché,173516-1,270498,1848,Tradescantia velutina Kunth & C.D.Bouché,Tradescantia velutina Kunth & C.D.Bouché,Tradescantia velutina Kunth & C.D.Bouché,T.,T. velutina,T. velutina Kunth & C.D.Bouché,T. velutina Kunth & C.D.Bouché,T. velutina Kunth & C.D.Bouché
499098,256371-2,Tragia affinis,Tragia affinis B.L.Rob. & Greenm.,Euphorbiaceae,Species,207197,256371-2,Species,Accepted,Euphorbiaceae,,Tragia,,affinis,,,,B.L.Rob. & Greenm.,,Proc. Amer. Acad. Arts, 29: 393,(1894),Tragia affinis,B.L.Rob. & Greenm.,207197,,,,207190,256371-2,,Y,Tragia affinis,Tragia affinis B.L.Rob. & Greenm.,256371-2,207197,1894,Tragia affinis B.L.Rob. & Greenm.,Tragia affinis B.L.Rob. & Greenm.,Tragia affinis B.L.Rob. & Greenm.,T.,T. affinis,T. affinis B.L.Rob. & Greenm.,T. affinis B.L.Rob. & Greenm.,T. affinis B.L.Rob. & Greenm.
494487,357676-1,Tragia betonicifolia,Tragia betonicifolia Nutt.,Euphorbiaceae,Species,207231,357676-1,Species,Accepted,Euphorbiaceae,,Tragia,,betonicifolia,,,,Nutt.,,Trans. Amer. Philos. Soc.,", n.s., 5: 173",(1835),Tragia betonicifolia,Nutt.,207231,,,,207190,357676-1,,Y,Tragia betonicifolia,Tragia betonicifolia Nutt.,357676-1,207231,1835,Tragia betonicifolia Nutt.,Tragia betonicifolia Nutt.,Tragia betonicifolia Nutt.,T.,T. betonicifolia,T. betonicifolia Nutt.,T. betonicifolia Nutt.,T. betonicifolia Nutt.
518728,357693-1,Tragia capensis,Tragia capensis Thunb.,Euphorbiaceae,Species,207251,357693-1,Species,Accepted,Euphorbiaceae,,Tragia,,capensis,,,,Thunb.,,Prodr. Pl. Cap.,: 14,(1794),Tragia capensis,Thunb.,207251,,,,207190,357693-1,,Y,Tragia capensis,Tragia capensis Thunb.,357693-1,207251,1794,Tragia capensis Thunb.,Tragia capensis Thunb.,Tragia capensis Thunb.,T.,T. capensis,T. capensis Thunb.,T. capensis Thunb.,T. capensis Thunb.
501057,357708-1,Tragia cordata,Tragia cordata Michx.,Euphorbiaceae,Species,207265,357708-1,Species,Accepted,Euphorbiaceae,,Tragia,,cordata,,,,Michx.,,Fl. Bor.-Amer., 2: 176,(1803),Tragia cordata,Michx.,207265,,,,207190,357708-1,,Y,Tragia cordata,Tragia cordata Michx.,357708-1,207265,1803,Tragia cordata Michx.,Tragia cordata Michx.,Tragia cordata Michx.,T.,T. cordata,T. cordata Michx.,T. cordata Michx.,T. cordata Michx.
497777,357724-1,Tragia dioica,Tragia dioica Sond.,Euphorbiaceae,Species,207284,357724-1,Species,Accepted,Euphorbiaceae,,Tragia,,dioica,,,,Sond.,,Linnaea, 23: 109,(1850),Tragia dioica,Sond.,207284,,,,207190,357724-1,,Y,Tragia dioica,Tragia dioica Sond.,357724-1,207284,1850,Tragia dioica Sond.,Tragia dioica Sond.,Tragia dioica Sond.,T.,T. dioica,T. dioica Sond.,T. dioica Sond.,T. dioica Sond.
495660,357825-1,Tragia nepetifolia,Tragia nepetifolia Cav.,Euphorbiaceae,Species,207424,357825-1,Species,Accepted,Euphorbiaceae,,Tragia,,nepetifolia,,,,Cav.,,Icon., 6: 37,(1800),Tragia nepetifolia,Cav.,207424,,,,207190,357825-1,,Y,Tragia nepetifolia,Tragia nepetifolia Cav.,357825-1,207424,1800,Tragia nepetifolia Cav.,Tragia nepetifolia Cav.,Tragia nepetifolia Cav.,T.,T. nepetifolia,T. nepetifolia Cav.,T. nepetifolia Cav.,T. nepetifolia Cav.
499399,77177058-1,Tragia tripartita,Tragia tripartita Schweinf.,Euphorbiaceae,Species,207536,77177058-1,Species,Accepted,Euphorbiaceae,,Tragia,,tripartita,,,,Schweinf.,,Reliq. Kotschy.,: 34,(1868),Tragia tripartita,Schweinf.,207536,,,,207190,77177058-1,,Y,Tragia tripartita,Tragia tripartita Schweinf.,77177058-1,207536,1868,Tragia tripartita Schweinf.,Tragia tripartita Schweinf.,Tragia tripartita Schweinf.,T.,T. tripartita,T. tripartita Schweinf.,T. tripartita Schweinf.,T. tripartita Schweinf.
499066,357905-1,Tragia urticifolia,Tragia urticifolia Michx.,Euphorbiaceae,Species,207552,357905-1,Species,Accepted,Euphorbiaceae,,Tragia,,urticifolia,,,,Michx.,,Fl. Bor.-Amer., 2: 176,(1803),Tragia urticifolia,Michx.,207552,,,,207190,357905-1,,Y,Tragia urticifolia,Tragia urticifolia Michx.,357905-1,207552,1803,Tragia urticifolia Michx.,Tragia urticifolia Michx.,Tragia urticifolia Michx.,T.,T. urticifolia,T. urticifolia Michx.,T. urticifolia Michx.,T. urticifolia Michx.
621579,255948-1,Tragopogon balcanicus,Tragopogon balcanicus Velen.,Asteraceae,Species,3072927,255948-1,Species,Accepted,Asteraceae,,Tragopogon,,balcanicus,,,,Velen.,,Abh. Königl. Böhm. Ges. Wiss.,", ser. 7, 1(8): 28",(1886),Tragopogon balcanicus,Velen.,3072927,,,,3134280,255948-1,,N,Tragopogon balcanicus,Tragopogon balcanicus Velen.,255948-1,3072927,1886,Tragopogon balcanicus Velen.,Tragopogon balcanicus Velen.,Tragopogon balcanicus Velen.,T.,T. balcanicus,T. balcanicus Velen.,T. balcanicus Velen.,T. balcanicus Velen.
619210,255982-1,Tragopogon crocifolius,Tragopogon crocifolius L.,Asteraceae,Species,3072454,255982-1,Species,Accepted,Asteraceae,,Tragopogon,,crocifolius,,,,L.,,"Syst. Nat., ed. 10.", 2: 1191,(1759),Tragopogon crocifolius,L.,3072454,,,,3134280,255982-1,,N,Tragopogon crocifolius,Tragopogon crocifolius L.,255982-1,3072454,1759,Tragopogon crocifolius L.,Tragopogon crocifolius L.,Tragopogon crocifolius L.,T.,T. crocifolius,T. crocifolius L.,T. crocifolius L.,T. crocifolius L.
614084,256004-1,Tragopogon floccosus,Tragopogon floccosus Waldst. & Kit.,Asteraceae,Species,3072138,256004-1,Species,Accepted,Asteraceae,,Tragopogon,,floccosus,,,,Waldst. & Kit.,,Descr. Icon. Pl. Hung., 2: 116,(1803),Tragopogon floccosus,Waldst. & Kit.,3072138,,,,3134280,256004-1,,N,Tragopogon floccosus,Tragopogon floccosus Waldst. & Kit.,256004-1,3072138,1803,Tragopogon floccosus Waldst. & Kit.,Tragopogon floccosus Waldst. & Kit.,Tragopogon floccosus Waldst. & Kit.,T.,T. floccosus,T. floccosus Waldst. & Kit.,T. floccosus Waldst. & Kit.,T. floccosus Waldst. & Kit.
613935,256058-1,Tragopogon longifolius,Tragopogon longifolius Heldr. & Sartori ex Boiss.,Asteraceae,Species,3072526,256058-1,Species,Accepted,Asteraceae,,Tragopogon,,longifolius,,,,Heldr. & Sartori ex Boiss.,,Diagn. Pl. Orient.,", ser. 2, 3: 90",(1856),Tragopogon longifolius,Heldr. & Sartori ex Boiss.,3072526,,,,3134280,256058-1,,N,Tragopogon longifolius,Tragopogon longifolius Heldr. & Sartori ex Boiss.,256058-1,3072526,1856,Tragopogon longifolius Heldr. & Sartori ex Boiss.,Tragopogon longifolius Heldr. & Sartori ex Boiss.,Tragopogon longifolius Heldr. & Sartori ex Boiss.,T.,T. longifolius,T. longifolius Heldr. & Sartori ex Boiss.,T. longifolius Heldr. & Sartori ex Boiss.,T. longifolius Heldr. & Sartori ex Boiss.
623690,256074-1,Tragopogon minor,Tragopogon minor Mill.,Asteraceae,Species,3075313,256074-1,Species,Accepted,Asteraceae,,Tragopogon,,minor,,,,Mill.,,"Gard. Dict., ed. 8.",: n.° 2,(1768),Tragopogon minor,Mill.,3075313,,,,3134280,256074-1,,N,Tragopogon minor,Tragopogon minor Mill.,256074-1,3075313,1768,Tragopogon minor Mill.,Tragopogon minor Mill.,Tragopogon minor Mill.,T.,T. minor,T. minor Mill.,T. minor Mill.,T. minor Mill.
614086,256092-1,Tragopogon orientalis,Tragopogon orientalis L.,Asteraceae,Species,3075329,256092-1,Species,Accepted,Asteraceae,,Tragopogon,,orientalis,,,,L.,,Sp. Pl.,: 789,(1753),Tragopogon orientalis,L.,3075329,,,,3134280,256092-1,,N,Tragopogon orientalis,Tragopogon orientalis L.,256092-1,3075329,1753,Tragopogon orientalis L.,Tragopogon orientalis L.,Tragopogon orientalis L.,T.,T. orientalis,T. orientalis L.,T. orientalis L.,T. orientalis L.
623691,256124-1,Tragopogon ruber,Tragopogon ruber S.G.Gmel.,Asteraceae,Species,3075380,256124-1,Species,Accepted,Asteraceae,,Tragopogon,,ruber,,,,S.G.Gmel.,,Reise Russland, 2: 198,(1774),Tragopogon ruber,S.G.Gmel.,3075380,,,,3134280,256124-1,,N,Tragopogon ruber,Tragopogon ruber S.G.Gmel.,256124-1,3075380,1774,Tragopogon ruber S.G.Gmel.,Tragopogon ruber S.G.Gmel.,Tragopogon ruber S.G.Gmel.,T.,T. ruber,T. ruber S.G.Gmel.,T. ruber S.G.Gmel.,T. ruber S.G.Gmel.
619213,256167-1,Tragopogon undulatus,Tragopogon undulatus Jacq.,Asteraceae,Species,3072690,256167-1,Species,Accepted,Asteraceae,,Tragopogon,,undulatus,,,,Jacq.,,Icon. Pl. Rar., 1: 16,(1781),Tragopogon undulatus,Jacq.,3072690,,,,3134280,256167-1,,N,Tragopogon undulatus,Tragopogon undulatus Jacq.,256167-1,3072690,1781,Tragopogon undulatus Jacq.,Tragopogon undulatus Jacq.,Tragopogon undulatus Jacq.,T.,T. undulatus,T. undulatus Jacq.,T. undulatus Jacq.,T. undulatus Jacq.
447362,557878-1,Triaspis stipulata,Triaspis stipulata Oliv.,Malpighiaceae,Species,2515666,557878-1,Species,Accepted,Malpighiaceae,,Triaspis,,stipulata,,,,Oliv.,,Fl. Trop. Afr., 1: 281,(1868),Triaspis stipulata,Oliv.,2515666,,,,2515710,557878-1,,N,Triaspis stipulata,Triaspis stipulata Oliv.,557878-1,2515666,1868,Triaspis stipulata Oliv.,Triaspis stipulata Oliv.,Triaspis stipulata Oliv.,T.,T. stipulata,T. stipulata Oliv.,T. stipulata Oliv.,T. stipulata Oliv.
